company_id;udalennost_sklada_postavshchika_ot_zakazchika;nalichie_sobstvennogo_avtoparka_logisticheskikh_setei_i_podryadchikov;nalichie_i_dostatochnost_proizvodstvennykh_ofisnykh_i_skladskikh_ploshchadei;opyt_raboty_predpriyatiya_po_izgotovleniyu_analogichnoy_produktsii;uroven_tseny_zayavki;finansovaya_zavisimost;stabilnost_denezhnykh_potokov
71098;766;0;1;14;8000000;0.87;0.88
71100;496;0;0;32;3200000;0.05;0.72
71101;271;0;1;8;6900000;0.39;0.93
71102;460;1;1;40;4900000;0.43;0.2
71103;604;0;0;14;5600000;0.85;0.13
71104;163;1;0;18;4100000;0.23;0.36
71105;253;0;1;44;5200000;0.3;0.71
71106;757;0;1;40;1300000;0.81;0.73
71107;964;0;1;17;1000000;0.47;0.85
71113;712;0;1;13;9200000;0.21;0.55
71115;937;1;1;20;6900000;0.38;0.16
71116;685;0;0;0;9500000;0.26;0.17
71119;415;0;1;44;4800000;0.53;0.4
71120;811;0;0;17;3900000;0.98;0.8
71121;136;0;0;0;1300000;0.08;0.3
71122;829;1;1;24;2700000;0.17;0.04
71123;937;0;0;27;5800000;0.94;0.12
71124;424;1;1;14;3500000;0.46;0.88
71125;946;0;1;43;6800000;0.62;0.41
71128;892;0;0;35;6600000;0.41;0.35
71129;811;1;1;44;6700000;0.04;0.61
71130;289;1;1;26;9400000;0.27;0.12
71132;388;0;1;11;3200000;0.67;0.73
71133;505;0;1;32;6000000;0.96;0.42
71134;388;0;0;12;3800000;0.87;0.37
71135;487;0;0;44;5200000;0.68;0.03
71137;109;1;0;40;7100000;0.01;0.72
71138;703;0;0;26;9700000;0.92;0.88
71139;784;0;0;46;5700000;0.6;0.39
71140;541;0;0;50;2900000;0.27;0.63
71141;451;1;0;32;2400000;0.8;0.46
71142;262;1;0;46;3400000;0.36;0.72
71143;604;0;1;41;4900000;0.7;0.31
71146;253;1;1;22;3400000;0.11;0.61
71147;937;1;1;6;3400000;0.41;0.33
71148;487;1;1;6;4500000;0.54;0.12
71149;514;0;1;46;8000000;0.84;0.93
71150;514;0;0;20;9800000;0.24;0.58
71151;721;0;0;2;4200000;0.02;0.89
71152;127;1;1;30;6400000;0.44;0.18
71155;856;0;1;38;6400000;0.69;0.14
71156;820;0;0;23;6600000;0.72;0.35
71157;712;0;0;46;8200000;0.03;0.23
71158;460;1;1;16;4000000;0.3;0.3
71160;694;1;0;8;3000000;0.81;0.24
71161;739;1;1;35;6400000;0.54;0.87
71163;352;0;0;40;4400000;0.02;0.08
71165;442;1;0;46;1200000;0.42;0.86
71167;991;0;1;6;400000;0.24;0.37
71168;379;1;1;16;2900000;0.02;0.74
71169;424;0;0;26;7600000;0.43;0.71
71170;973;0;1;47;6600000;0.56;0.71
71171;199;0;0;38;700000;0.19;0.72
71173;361;0;1;10;0;0.62;0.23
71174;1000;1;0;29;6900000;0.15;0.35
71175;298;1;0;28;8400000;0.58;0.44
71176;334;1;0;36;100000;0.49;0.6
71178;982;1;1;10;6500000;0.79;0.5
71180;658;0;0;40;6800000;0.9;0.93
71181;775;1;0;40;8700000;0.4;0.93
71182;505;1;1;46;9700000;0.71;0.45
71183;793;0;0;30;8900000;0.51;0.86
71184;982;0;1;24;5500000;0.52;0.43
71185;568;0;0;4;8100000;0.8;0.38
71186;784;0;0;37;7900000;0.72;0.9
71187;460;1;1;15;3700000;0.92;0.31
71188;127;0;1;20;500000;0.17;0.12
71189;874;0;1;45;3700000;0.78;0.74
71192;982;0;0;28;600000;0.46;0.02
71194;109;1;1;8;5500000;0.41;0.79
71196;937;1;1;18;2100000;0.97;0.26
71197;379;1;1;17;9700000;0.42;0.47
71199;964;0;1;16;7300000;0.98;0.83
71200;190;1;1;22;4600000;0.21;0.1
71201;631;0;1;4;9100000;0.19;0.83
71202;307;0;0;32;8400000;0.64;0.33
71204;856;0;0;29;5100000;0.12;0.23
71205;991;1;1;28;5600000;0.18;0.17
71206;640;1;1;31;2400000;0.66;0.76
71207;298;1;1;32;4500000;0.63;0.72
71208;982;1;0;35;7300000;0.96;0.58
71209;460;1;0;0;3200000;0.21;0.95
71210;613;0;0;44;7400000;0.09;0.4
71211;253;0;1;7;4500000;0.95;0.07
71212;667;0;0;18;3100000;0.56;0.91
71214;775;0;0;46;2600000;0.21;0.54
71215;766;1;0;18;1200000;0.41;0.97
71216;856;0;1;46;4100000;0.46;0.25
71220;874;0;0;2;7000000;0.38;0.26
71221;298;0;0;14;3000000;0.61;0.63
71222;901;1;1;40;1400000;0.55;0.09
71223;217;0;0;6;5000000;0.6;0.19
71224;172;1;0;16;5400000;0.38;0.28
71225;325;1;1;36;3700000;0.35;0.75
71227;118;0;0;12;600000;0.97;0.21
71228;910;1;1;14;8300000;0.71;0.58
71229;298;0;1;46;2400000;0.05;0.71
71230;406;0;0;30;1400000;0.18;0.32
71231;307;0;0;22;4500000;0.39;0.74
71232;631;0;1;17;7400000;0.46;0.78
71233;883;1;1;1;7000000;0.71;0.37
71234;829;1;1;2;6900000;0.07;0.91
71235;388;0;1;49;2000000;0.25;0.35
71238;145;1;0;24;500000;0.88;0.93
71239;505;0;1;18;7200000;0.76;0.9
71240;406;1;1;7;2800000;0.86;0.07
71242;910;1;0;6;4300000;0.5;0.81
71243;604;0;1;34;5000000;0.98;0.55
71244;523;0;0;21;5100000;0.51;0.19
71246;856;1;1;2;500000;0.14;0.67
71247;964;1;1;40;1700000;0.23;0.03
71248;415;0;1;12;100000;0.48;0.62
71249;127;0;1;12;6200000;0.9;0.2
71250;982;1;0;42;2100000;0.21;0.42
71252;307;0;1;22;9900000;0.69;0.98
71253;604;0;1;27;2400000;0.45;0.41
71256;190;1;1;33;2500000;0.39;0.86
71257;847;0;0;18;2200000;0.98;0.06
71258;631;0;1;10;2200000;0.81;0.47
71259;721;1;1;15;6200000;0.02;0.5
71260;496;0;0;42;1400000;0.24;0.27
71261;883;1;0;49;6700000;0.51;0.6
71263;487;0;0;28;6200000;0.8;0.23
71264;226;1;0;46;10000000;0.17;0.76
71265;433;0;1;4;6700000;0.97;0.88
71266;190;0;1;26;3700000;0.35;0.36
71267;919;0;0;32;8200000;0.08;0.62
71268;775;0;0;4;2200000;0.18;0.89
71270;433;1;1;15;7900000;0.35;0.86
71273;109;0;1;4;900000;0.34;0.01
71274;442;1;1;44;7100000;0.31;0.85
71275;532;1;0;48;3100000;0.58;0.34
71276;253;0;1;20;8300000;0.64;0.82
71277;244;1;1;49;2800000;0.26;0.82
71278;946;0;0;31;700000;0.59;0.32
71280;586;1;1;32;3800000;0.08;0.89
71281;487;1;1;32;8300000;0.08;0.99
71283;424;1;0;27;2600000;0.23;0.97
71285;379;0;0;2;1700000;0.17;0.97
71286;739;1;1;17;2200000;0.65;0.21
71287;361;1;1;14;1000000;0.29;0.3
71289;694;0;0;20;6500000;0.6;0.33
71290;856;1;1;29;8200000;0.82;0.86
71291;757;0;1;32;7200000;0.73;0.59
71292;316;1;1;4;7700000;0.9;0.73
71293;343;0;1;12;9700000;0.86;0.99
71294;496;0;0;43;7000000;0.25;0.17
71295;541;0;1;12;5400000;0.24;0.66
71296;469;0;1;6;9600000;0.69;0.13
71297;343;0;1;26;400000;0.43;0.29
71298;343;1;1;12;1500000;0.57;0.4
71299;784;0;0;47;1400000;0.82;0.2
71300;523;1;1;38;6900000;0.37;0.78
71301;307;1;0;26;9800000;0.77;0.64
71302;721;1;0;26;5100000;0.9;0.53
71303;136;0;1;3;7100000;0.19;0.84
71304;685;0;1;31;4900000;0.34;0.85
71308;973;0;1;40;200000;0.31;0.52
71309;406;0;0;8;1100000;0.86;0.04
71310;271;1;1;24;2500000;0.48;0.13
71311;775;1;0;45;2600000;0.98;0.08
71312;955;1;0;38;3900000;0.78;0.37
71313;154;1;1;1;2600000;0.67;0.14
71314;334;0;1;24;1400000;0.08;0.99
71316;982;1;1;24;4900000;0.99;0.21
71317;820;1;1;38;6700000;0.28;0.71
71318;451;0;1;45;8400000;0.77;0.08
71321;199;1;0;16;3300000;0.96;0.99
71322;919;1;1;15;6700000;0.2;0.65
71323;532;1;1;12;4200000;0.46;0.47
71324;343;0;1;12;7100000;0.16;0.61
71325;280;0;1;34;6500000;0.69;0.01
71326;649;0;1;14;7400000;0.3;0.94
71327;136;0;0;24;1000000;0.34;0.03
71330;361;0;1;36;5200000;0.82;0.81
71331;694;1;1;50;4100000;1;0.87
71333;811;0;1;16;3700000;0.14;0.27
71334;406;0;1;26;3500000;0.39;0.62
71335;541;1;1;44;0;0.62;0.25
71336;550;1;0;30;3100000;0.65;0.31
71338;442;1;1;18;500000;0.99;0.95
71340;685;1;1;36;4200000;0.59;0.07
71341;946;1;0;14;3500000;0.25;0.28
71345;523;0;0;38;5400000;0.31;0.03
71346;847;1;0;10;3000000;0.03;0.62
71347;541;0;0;39;9900000;0.05;0.89
71349;478;0;1;20;7400000;0.15;0.61
71350;523;1;1;6;4100000;0.05;0.83
71351;865;0;1;2;3300000;0.09;0.11
71353;901;0;0;16;1500000;0.39;0.92
71354;874;1;1;24;5400000;0.99;0.71
71355;838;0;0;18;1300000;0.27;0.9
71356;928;1;0;32;4100000;0.76;0.43
71358;946;1;0;50;5800000;0.52;0.87
71360;640;0;1;2;8800000;0.41;0.8
71361;847;1;1;8;4300000;0.09;0.94
71362;307;1;1;17;2200000;0.85;0.51
71366;253;1;1;44;9200000;0.25;0.2
71367;739;0;0;29;4700000;0.43;0.7
71369;919;1;0;29;1000000;0.32;0.69
71370;982;0;0;35;7200000;0.59;0.75
71371;406;1;0;30;3800000;0.78;0.41
71372;424;1;0;46;1100000;0.56;0.05
71373;397;1;0;28;600000;0.91;0.71
71374;685;0;1;20;3200000;0.96;0.11
71376;685;1;1;38;5500000;0.18;0.2
71377;109;0;1;21;9200000;0.54;0.5
71379;847;1;0;10;8300000;0.56;0.59
71380;514;0;1;36;2900000;0.68;0.89
71381;604;1;1;12;2300000;0.45;0.87
71382;253;0;1;40;2200000;0.75;0.29
71383;433;0;1;1;8000000;0.87;1
71384;901;0;0;39;4300000;0.93;0.65
71385;451;1;1;46;2000000;0.71;0.39
71386;316;1;1;26;300000;0.72;0.09
71387;208;0;0;34;4800000;0.37;0.79
71389;514;1;0;16;4900000;0.54;0.44
71391;163;0;1;36;9600000;0.16;0.72
71392;973;0;1;47;9600000;0.63;0.62
71394;217;0;1;14;2200000;0.99;0.54
71395;883;0;1;24;3500000;0.03;0.42
71398;154;1;0;15;9100000;0.61;0.39
71399;703;0;1;2;3500000;0.28;0.5
71400;388;0;1;11;3500000;0.84;0.62
71401;379;0;1;1;4100000;0.23;0.3
71402;505;1;0;2;2200000;0.27;0.76
71403;658;1;0;36;1900000;0.64;0.07
71404;973;0;0;30;2500000;0.2;0.51
71405;901;1;1;20;4900000;0.56;0.06
71406;253;1;0;26;1300000;0.99;0.96
71409;316;1;0;6;3700000;0.54;0.04
71410;172;1;1;11;9400000;0.78;0.53
71412;640;1;1;32;7700000;0.66;0.61
71413;181;1;1;36;9000000;0.45;0.42
71414;775;1;1;40;8200000;0.57;0.36
71415;820;0;1;14;2700000;0.5;0.81
71417;982;1;0;43;9200000;0.71;0.47
71419;280;1;1;28;400000;0.92;0.54
71420;190;0;1;8;6100000;0.99;0.15
71421;109;0;1;43;3200000;0.83;0.21
71422;694;1;1;2;6600000;0.64;0.39
71424;370;1;0;16;6100000;0.56;0.11
71425;604;0;0;48;3000000;0.58;0.22
71430;118;1;0;12;6100000;0.35;0.7
71432;406;0;1;29;2400000;0.46;0.02
71433;910;1;1;36;7200000;0.76;0.67
71434;901;0;0;47;8800000;0.32;0.68
71435;829;1;0;48;100000;0.95;0.83
71437;289;0;0;4;6200000;1;0.32
71438;199;0;0;22;3200000;0.87;0.96
71439;928;0;1;2;5500000;0.47;0.26
71441;937;1;1;18;2500000;0.82;0.57
71442;118;0;1;0;7400000;0.96;0.61
71443;604;0;0;46;1400000;0.71;0.54
71445;766;1;0;40;9300000;0.12;0.5
71446;334;0;0;10;5000000;0.26;0.84
71447;154;1;0;10;900000;0.47;0.34
71449;289;1;0;36;1400000;0.23;0.49
71451;136;1;0;48;200000;0.76;0.73
71452;784;1;1;25;1600000;0.58;0.26
71454;793;0;1;0;1900000;0.06;0.32
71455;586;1;0;26;7600000;0.9;0.05
71457;136;0;0;34;9800000;0.52;0.85
71458;226;0;1;46;8200000;0.71;0.28
71459;991;1;0;36;8800000;0.5;0.83
71460;874;1;1;26;3400000;0.01;0.42
71461;334;0;1;27;8600000;0.02;0.86
71462;523;1;1;1;5900000;0.61;0.24
71463;217;0;1;2;3700000;0.64;0.95
71464;712;0;1;48;9300000;0.49;0.99
71465;703;1;1;30;1500000;0.34;0.05
71466;541;1;0;24;4800000;0;0.66
71467;811;0;0;24;5600000;0.99;0.87
71468;766;1;1;32;6500000;0.09;0.03
71469;937;1;0;26;8300000;0.89;0
71470;631;1;0;14;8800000;0.22;0.37
71471;973;0;0;10;2100000;0.44;0.51
71472;280;1;0;38;6000000;0.28;0.39
71473;856;1;1;35;7700000;0.23;0.75
71474;559;1;1;12;6000000;0.66;0.46
71476;298;0;0;40;8700000;0.87;0.85
71478;397;0;1;10;7400000;0.23;0.78
71480;838;1;0;33;2000000;0.38;0.33
71481;802;0;0;42;1900000;0.97;0.87
71485;136;0;1;34;9500000;0.16;0.27
71487;172;1;0;43;9600000;0.19;0.41
71488;973;0;0;2;6800000;0.44;1
71489;658;1;1;41;8200000;0.32;0.82
71490;244;1;0;36;1300000;0.04;0.54
71491;172;1;1;48;700000;0.57;0.02
71492;928;0;1;4;1700000;0.77;0.71
71493;523;1;1;26;9900000;0.59;0.14
71494;820;1;1;40;9000000;0.7;0.26
71495;424;1;1;17;7000000;0.07;0.14
71496;721;0;1;38;8200000;0.93;0.41
71498;730;0;1;26;7100000;0.08;0.69
71499;109;0;1;44;8000000;0.17;0.83
71502;136;1;1;14;4700000;0.58;0.1
71503;559;0;1;36;100000;0.97;0.63
71505;910;0;1;46;5300000;0.14;0.75
71506;568;0;1;3;9600000;0.69;0.92
71507;163;0;1;14;7300000;0.66;0.6
71508;154;0;0;35;8700000;0.17;0.67
71510;487;1;1;35;9000000;0.81;0.02
71511;586;1;0;4;9200000;0.01;0.58
71512;370;1;0;34;1300000;0.11;0.13
71513;271;0;0;28;2500000;0.77;0.88
71515;568;1;0;21;3600000;0.38;0.28
71516;190;0;1;48;2700000;0.47;0.02
71517;307;1;1;2;4200000;0.01;0.9
71518;793;1;1;10;100000;0.13;0.27
71520;343;0;1;18;5900000;0.98;0.7
71522;478;1;0;31;7300000;0.53;0.37
71523;433;1;0;31;2400000;0.35;0.86
71524;631;1;1;48;700000;0.65;0.48
71525;496;1;0;42;9800000;0.73;0.38
71526;199;0;1;1;6500000;0.68;0.85
71527;694;0;1;2;8600000;0.92;0.33
71528;487;1;0;46;7200000;0.88;0.4
71529;325;0;0;16;2000000;0.58;0.89
71531;109;1;1;28;9300000;0.14;0.9
71532;856;1;1;38;8600000;0.98;0.18
71533;550;0;1;16;2400000;0.92;0.3
71534;424;0;0;42;8500000;0.53;0.18
71535;649;1;0;33;5200000;0.78;0.42
71536;595;1;1;26;7300000;0.3;0.82
71537;118;1;1;49;1000000;0.95;0.72
71538;100;0;0;47;4200000;0.66;0.99
71539;991;1;1;18;7700000;0.95;0.63
71540;370;0;1;40;8700000;0.88;0.96
71541;307;0;0;35;9700000;0.66;0.59
71542;856;1;1;32;9800000;0.75;0.65
71544;298;0;1;38;1300000;0.65;0.75
71545;352;0;0;34;7600000;0.89;0.68
71546;676;0;0;6;3500000;0.3;0.84
71547;379;0;0;24;2000000;0.18;0.35
71548;415;0;1;41;8500000;0.82;0.82
71551;541;0;1;38;8100000;0.62;0.61
71552;496;1;0;14;2700000;0.45;0.57
71553;838;0;1;11;9800000;0.34;0.33
71555;442;0;0;7;7600000;0.29;0.11
71556;424;0;0;21;2300000;0.14;0.91
71557;838;1;0;10;1100000;0.89;0.85
71558;973;0;1;48;5300000;0.23;0.32
71559;991;0;1;30;8500000;0.7;0.95
71560;298;0;1;7;7200000;0.16;0.24
71561;964;0;0;2;1100000;0.62;0.59
71562;577;0;0;37;6500000;0.81;0.2
71563;424;0;0;20;8500000;0.86;0.12
71564;775;1;0;6;9800000;0.1;0.37
71565;523;1;0;12;1400000;0.86;0.36
71568;541;1;0;30;2900000;0.73;0.86
71569;847;1;1;26;5300000;0.78;0.59
71571;505;0;1;48;7200000;0.92;0.46
71573;802;1;0;17;2900000;0.57;0.57
71574;217;0;0;32;9100000;0.79;0.42
71575;658;0;1;40;3900000;0.92;0.43
71577;496;1;1;11;4300000;0.4;0.69
71578;415;1;1;47;7400000;0.64;0.03
71579;280;0;0;42;6100000;0.06;0.29
71580;433;1;1;30;2200000;0.31;0.35
71581;838;0;1;20;9700000;0.82;0.85
71583;514;1;1;12;8100000;0.04;0.6
71584;217;0;0;26;300000;0.94;0.81
71587;604;1;0;26;1200000;0.8;0.73
71589;586;0;0;34;6700000;1;0.65
71590;613;0;0;28;3000000;0.75;0.52
71592;172;1;0;26;9700000;0.14;0.17
71595;883;1;1;36;0;0.75;0.75
71597;271;1;1;36;1500000;0.76;0.58
71600;352;1;0;0;7500000;0.47;0.78
71601;271;1;0;26;4500000;0.25;0.68
71602;865;1;1;2;9700000;0.39;0.18
71603;838;1;0;31;5400000;0.87;0.83
71604;298;0;0;36;6000000;1;0.44
71606;478;0;1;8;2500000;0.11;0.72
71608;235;0;0;28;5900000;0.73;0.89
71609;703;1;1;43;6700000;0.54;0.56
71610;118;0;0;30;9400000;0.21;0.38
71614;181;0;1;1;4100000;0.96;0.83
71615;469;0;1;22;4600000;0.22;0.93
71616;343;0;1;10;5900000;0.56;0.83
71617;505;1;0;48;900000;0.09;0.19
71618;586;1;1;0;9500000;0.32;0.56
71619;244;0;1;29;4500000;0.68;0.52
71621;505;1;0;20;8800000;0.77;0.03
71624;190;0;1;1;800000;0.95;0.07
71627;910;1;1;8;9100000;0.6;0.76
71628;955;1;1;10;3500000;0.29;0.54
71629;154;1;0;47;7600000;0.5;0.85
71630;460;1;0;32;9700000;0.1;0.72
71631;433;1;0;30;4100000;0.03;0.86
71632;748;0;1;18;9400000;0.46;0.22
71633;991;0;0;24;8200000;0.17;0.01
71636;208;0;1;47;9900000;0.98;0.6
71637;397;0;0;3;1900000;0.46;0.54
71638;325;0;1;37;3500000;0.69;0.04
71639;442;0;1;20;4200000;0.78;0.93
71640;640;0;0;7;5900000;0.95;0.98
71641;622;0;1;12;9100000;0.46;0.9
71642;847;1;1;10;6300000;0.27;0.38
71643;298;1;1;13;200000;0.77;0.49
71646;433;0;0;36;4800000;0.43;0.3
71647;388;1;1;4;4300000;0.64;0.97
71648;208;1;1;10;6700000;0.55;0.05
71650;811;1;0;47;1100000;0.32;0.39
71651;532;0;0;22;7800000;0.5;0.98
71653;262;1;0;10;7300000;0.84;0.79
71654;487;1;0;43;2100000;0.97;0.81
71655;784;1;1;48;3000000;0.76;0.05
71656;928;1;0;49;4300000;0.05;0.15
71657;946;1;1;18;9500000;0.04;0.72
71659;388;1;1;0;6200000;0.82;0.84
71660;838;1;0;40;8600000;0.48;0.22
71661;514;1;1;48;9200000;0.18;0.32
71662;109;1;0;1;5800000;0.45;0.93
71663;685;0;0;4;9100000;0.11;0.34
71664;964;1;0;20;6800000;0.17;0.11
71665;694;1;1;7;9100000;0.93;0.02
71666;991;1;0;22;9200000;0.08;0.37
71667;208;0;1;24;5900000;0.3;0.23
71668;991;0;1;10;6400000;0.84;0.5
71669;982;1;1;38;5200000;0.13;0.21
71670;667;0;0;38;8200000;0.3;0.7
71671;613;0;1;32;2000000;0.09;0.34
71674;253;1;0;29;7500000;0.01;0.21
71677;919;0;0;16;300000;0.83;0.91
71678;937;0;1;26;7600000;0.34;0.71
71680;298;0;1;34;9900000;0.01;0.34
71682;856;1;1;3;9700000;0.09;0.91
71683;253;0;0;38;4300000;0.15;0.39
71685;748;0;1;32;8600000;0.77;0.95
71686;649;0;1;33;1900000;0.05;0.32
71689;172;0;1;46;8100000;0.99;0.78
71690;901;1;1;20;6400000;0.21;0.33
71692;802;0;1;7;3600000;0.02;0.17
71694;541;1;1;25;7400000;0.35;0.88
71695;613;0;1;4;6600000;0.05;0.38
71696;505;1;0;40;1000000;0.29;0.92
71697;388;1;0;9;5900000;0.59;0.44
71699;154;1;0;44;2900000;0.33;0.98
71702;919;1;0;18;4300000;0.26;0.62
71703;946;0;1;38;6200000;0.31;0.23
71705;505;0;0;47;4400000;0.67;0.39
71709;514;1;1;4;2900000;0.39;0.43
71710;919;0;0;29;6800000;0.41;0.2
71711;955;1;0;41;2800000;0.85;0.6
71712;460;0;1;26;4300000;0.01;0.47
71715;685;1;0;32;2500000;0.95;0.2
71718;748;0;1;40;3200000;0.69;0.14
71719;694;0;0;12;7200000;0.68;0.1
71721;568;1;0;40;9500000;0.79;0.01
71722;379;0;0;28;1100000;0.21;0.23
71723;523;0;0;4;8000000;0.64;0.51
71724;469;0;1;40;3500000;0.86;0.34
71725;928;0;0;19;5000000;0.11;0.35
71726;703;1;0;8;4500000;0.45;0.52
71728;1000;1;0;1;800000;0.25;0.69
71729;955;1;0;39;700000;0.67;0.55
71730;307;1;1;42;5100000;0.01;0.84
71731;145;0;1;16;800000;0.94;0.49
71732;928;0;1;19;1000000;0.88;0.84
71733;865;1;0;4;3200000;0.85;0.2
71734;1000;0;0;17;6200000;0.72;0.56
71735;469;0;1;10;7400000;0.98;0.66
71736;946;1;1;9;4800000;0.39;0.02
71737;955;0;1;4;9200000;0.34;0.5
71738;910;1;1;32;1700000;0.71;0.92
71740;451;0;0;36;5200000;0.95;0.71
71741;757;0;0;39;3100000;0.58;0.52
71742;838;1;0;9;5000000;0.59;0.92
71745;397;1;0;0;3300000;0.98;0.88
71746;631;1;0;16;4100000;0.65;0.3
71747;289;0;1;19;3500000;0.12;0.07
71748;514;1;1;42;5200000;0.81;0.63
71749;856;1;0;19;8800000;0.92;0.84
71750;964;0;0;46;8600000;0.79;0.07
71753;424;1;0;46;2600000;0.55;0.63
71754;631;1;0;30;9700000;0.03;0.05
71755;190;1;1;37;2600000;0.54;0.86
71757;910;1;0;18;2800000;0.92;0.2
71758;316;0;1;7;4800000;0.38;0.05
71759;595;0;1;3;3400000;0;0.99
71760;415;1;1;23;9400000;0.8;0.7
71762;892;0;0;26;1000000;0.33;0.5
71763;541;0;0;14;7400000;0.03;0.14
71767;973;0;1;18;3400000;0.51;0.83
71770;352;0;0;34;6900000;0.88;0.75
71772;460;0;0;49;3800000;0.55;0.53
71773;712;1;0;10;3000000;0.67;0.59
71774;802;0;0;27;3100000;0.52;0.93
71775;775;0;1;48;5500000;0.1;0.69
71777;118;0;1;44;8100000;0.02;0.94
71778;262;1;0;10;5000000;0.24;0.07
71779;343;0;0;31;5400000;0.41;0.49
71780;640;1;0;24;2600000;0.38;0.56
71781;541;0;1;31;8000000;0.17;0.07
71782;775;0;1;46;5800000;0.69;0.44
71783;271;0;0;24;1900000;0.17;0.57
71784;649;0;0;16;8600000;0.76;0.77
71785;109;0;1;4;3100000;0.31;0.99
71786;964;0;1;34;1100000;0.96;0.96
71788;352;0;1;22;6100000;0.56;0.23
71789;946;0;1;49;8700000;0.45;0.19
71791;595;1;1;38;4200000;0.11;0.16
71793;856;1;0;26;9300000;0.87;0.89
71794;226;0;1;10;9100000;0.47;0.17
71795;631;1;1;0;3800000;0.98;0.24
71796;262;0;0;14;400000;0.08;0.25
71797;856;0;0;48;6100000;0.03;0.65
71800;172;1;1;12;7600000;0.56;0.93
71802;343;0;1;2;8800000;0.49;0.54
71803;829;1;0;28;1400000;0.43;0.25
71804;874;0;1;32;6500000;0.11;0.5
71806;415;0;1;4;5700000;0.92;0.96
71807;163;0;0;12;7000000;0.27;0.11
71808;559;1;1;40;7500000;0.98;0.02
71809;370;0;0;10;7700000;0.96;0.36
71810;505;0;0;24;3700000;0.41;0.23
71811;199;0;0;8;7800000;0.54;0.39
71814;163;1;0;43;8900000;0.65;0.6
71815;361;1;0;22;500000;0.28;0.81
71817;748;1;1;47;5800000;0.37;0.9
71818;577;0;0;23;5100000;0.25;0.16
71820;757;1;1;2;300000;0.7;0.89
71821;388;0;0;3;6100000;0.36;0.54
71822;685;0;1;29;9400000;0.62;0.55
71823;847;0;1;48;5400000;0.76;0.83
71825;676;0;1;14;7400000;0.46;0.97
71826;451;0;1;23;5600000;0.1;0.13
71827;190;1;1;5;6200000;0.36;0.47
71828;946;0;1;8;4200000;0.96;0.58
71829;874;1;1;28;5700000;0.71;0.71
71831;469;1;0;46;9700000;0.16;0.8
71832;559;1;1;2;7800000;0.5;0.35
71833;559;1;0;30;100000;0.55;0.18
71840;649;1;1;12;5800000;0.21;0.65
71841;820;0;1;11;5000000;0.92;0.62
71842;928;0;0;39;6900000;0.59;0.17
71843;901;0;0;26;800000;0.55;0.47
71845;712;0;1;22;7500000;0.29;0.67
71847;244;1;0;37;1600000;0.89;0.53
71848;514;0;0;24;6900000;0.73;0.56
71849;901;1;0;46;2400000;0.64;0.98
71851;118;1;0;7;2000000;0.69;0.04
71852;415;0;0;41;4800000;0.43;0.48
71853;397;0;0;20;9200000;0.26;0.88
71854;748;1;1;18;7700000;0.16;0.83
71855;496;1;0;0;2100000;0.9;0.74
71856;973;0;1;0;5500000;0.44;0.69
71857;289;0;0;12;4400000;0.76;0.93
71858;343;1;1;18;8500000;0.36;0.55
71859;541;1;0;48;300000;0.25;0.41
71860;946;1;1;22;7500000;0.06;0.27
71861;532;0;1;27;500000;0.08;0.23
71862;847;1;1;43;7900000;0.7;0.42
71863;118;0;1;1;7600000;0.4;0.35
71864;271;1;0;34;8500000;0.32;0.95
71865;163;1;0;46;9100000;0.85;0.46
71866;973;1;1;46;2600000;0.25;0.01
71867;352;1;0;29;9700000;0.26;0.47
71868;748;0;1;44;8800000;0.65;0.24
71869;892;0;1;2;2000000;0.88;0.66
71871;784;0;0;5;4600000;0.56;0.31
71872;784;0;1;35;9300000;0.66;0.81
71874;712;0;0;47;8100000;0.23;0.43
71875;118;0;0;19;900000;0.08;0.43
71878;595;0;1;25;9000000;0.48;0.53
71879;640;1;1;8;8800000;0.95;0.23
71880;910;0;0;32;3200000;0.94;0.95
71881;415;0;1;34;5100000;0.29;0.04
71883;469;0;1;26;9200000;0.36;0.56
71884;325;0;1;22;1900000;0.75;0.42
71885;514;1;1;44;5000000;0.49;0.61
71886;307;0;0;47;5100000;0.33;0.24
71887;856;1;1;2;2800000;0.45;0.31
71888;505;0;1;4;6000000;0.43;0.83
71889;487;1;0;22;5300000;0.22;0.22
71890;739;1;0;38;700000;0.83;0.65
71891;901;0;0;24;6300000;0.45;0.75
71892;586;0;0;44;1600000;0.64;0.21
71894;406;1;0;50;9100000;0.41;0.71
71895;118;0;1;7;1400000;0.59;0.08
71897;910;0;1;18;2300000;0.9;0.71
71898;226;0;0;3;3200000;0.84;0.29
71900;523;1;0;29;5400000;0.23;1
71901;973;0;1;47;8100000;0.21;0.69
71902;541;1;0;44;1700000;0.3;0.03
71904;568;1;0;50;4100000;0.5;0.12
71905;919;1;0;10;1500000;0.34;0.18
71907;937;0;0;30;600000;0.59;0.93
71910;460;0;0;1;4100000;0.76;0.78
71911;604;1;0;18;6500000;0.67;0.55
71913;766;1;0;45;1600000;0.51;0.49
71914;118;1;0;40;2000000;0.26;0.92
71917;388;1;1;38;3700000;0.71;0.3
71918;901;0;0;10;8800000;0.98;0.09
71919;955;1;1;26;0;0.65;0.42
71920;757;0;1;8;500000;0.03;0.48
71921;406;0;1;44;800000;0.57;0.58
71922;109;1;0;40;7100000;0.13;0.35
71927;568;0;1;42;400000;0.32;0.06
71929;118;0;0;16;7400000;0.96;0.09
